DATE,USREC,USREC - 1 month shift,USREC - 3 month shift,USREC - 6 month shift,USREC - 12 month shift
1861-11-01,0,0,0,0,0
1861-12-01,0,0,0,0,0
1862-01-01,0,0,0,0,0
1862-02-01,0,0,0,0,0
1862-03-01,0,0,0,0,0
1862-04-01,0,0,0,0,0
1862-05-01,0,0,0,0,0
1862-06-01,0,0,0,0,0
1862-07-01,0,0,0,0,0
1862-08-01,0,0,0,0,0
1862-09-01,0,0,0,0,0
1862-10-01,0,0,0,0,0
1862-11-01,0,0,0,0,0
1862-12-01,0,0,0,0,0
1863-01-01,0,0,0,0,0
1863-02-01,0,0,0,0,0
1863-03-01,0,0,0,0,0
1863-04-01,0,0,0,0,0
1863-05-01,0,0,0,0,0
1863-06-01,0,0,0,0,0
1863-07-01,0,0,0,0,0
1863-08-01,0,0,0,0,0
1863-09-01,0,0,0,0,0
1863-10-01,0,0,0,0,0
1863-11-01,0,0,0,0,0
1863-12-01,0,0,0,0,0
1864-01-01,0,0,0,0,0
1864-02-01,0,0,0,0,0
1864-03-01,0,0,0,0,0
1864-04-01,0,0,0,0,0
1864-05-01,0,0,0,0,1
1864-06-01,0,0,0,0,1
1864-07-01,0,0,0,0,1
1864-08-01,0,0,0,0,1
1864-09-01,0,0,0,0,1
1864-10-01,0,0,0,0,1
1864-11-01,0,0,0,1,1
1864-12-01,0,0,0,1,1
1865-01-01,0,0,0,1,1
1865-02-01,0,0,1,1,1
1865-03-01,0,0,1,1,1
1865-04-01,0,1,1,1,1
1865-05-01,1,1,1,1,1
1865-06-01,1,1,1,1,1
1865-07-01,1,1,1,1,1
1865-08-01,1,1,1,1,1
1865-09-01,1,1,1,1,1
1865-10-01,1,1,1,1,1
1865-11-01,1,1,1,1,1
1865-12-01,1,1,1,1,1
1866-01-01,1,1,1,1,1
1866-02-01,1,1,1,1,1
1866-03-01,1,1,1,1,1
1866-04-01,1,1,1,1,1
1866-05-01,1,1,1,1,1
1866-06-01,1,1,1,1,1
1866-07-01,1,1,1,1,1
1866-08-01,1,1,1,1,1
1866-09-01,1,1,1,1,1
1866-10-01,1,1,1,1,1
1866-11-01,1,1,1,1,1
1866-12-01,1,1,1,1,1
1867-01-01,1,1,1,1,0
1867-02-01,1,1,1,1,0
1867-03-01,1,1,1,1,0
1867-04-01,1,1,1,1,0
1867-05-01,1,1,1,1,0
1867-06-01,1,1,1,1,0
1867-07-01,1,1,1,0,0
1867-08-01,1,1,1,0,0
1867-09-01,1,1,1,0,0
1867-10-01,1,1,0,0,0
1867-11-01,1,1,0,0,0
1867-12-01,1,0,0,0,0
1868-01-01,0,0,0,0,0
1868-02-01,0,0,0,0,0
1868-03-01,0,0,0,0,0
1868-04-01,0,0,0,0,0
1868-05-01,0,0,0,0,0
1868-06-01,0,0,0,0,0
1868-07-01,0,0,0,0,1
1868-08-01,0,0,0,0,1
1868-09-01,0,0,0,0,1
1868-10-01,0,0,0,0,1
1868-11-01,0,0,0,0,1
1868-12-01,0,0,0,0,1
1869-01-01,0,0,0,1,1
1869-02-01,0,0,0,1,1
1869-03-01,0,0,0,1,1
1869-04-01,0,0,1,1,1
1869-05-01,0,0,1,1,1
1869-06-01,0,1,1,1,1
1869-07-01,1,1,1,1,1
1869-08-01,1,1,1,1,1
1869-09-01,1,1,1,1,1
1869-10-01,1,1,1,1,1
1869-11-01,1,1,1,1,1
1869-12-01,1,1,1,1,1
1870-01-01,1,1,1,1,0
1870-02-01,1,1,1,1,0
1870-03-01,1,1,1,1,0
1870-04-01,1,1,1,1,0
1870-05-01,1,1,1,1,0
1870-06-01,1,1,1,1,0
1870-07-01,1,1,1,0,0
1870-08-01,1,1,1,0,0
1870-09-01,1,1,1,0,0
1870-10-01,1,1,0,0,0
1870-11-01,1,1,0,0,0
1870-12-01,1,0,0,0,0
1871-01-01,0,0,0,0,0
1871-02-01,0,0,0,0,0
1871-03-01,0,0,0,0,0
1871-04-01,0,0,0,0,0
1871-05-01,0,0,0,0,0
1871-06-01,0,0,0,0,0
1871-07-01,0,0,0,0,0
1871-08-01,0,0,0,0,0
1871-09-01,0,0,0,0,0
1871-10-01,0,0,0,0,0
1871-11-01,0,0,0,0,0
1871-12-01,0,0,0,0,0
1872-01-01,0,0,0,0,0
1872-02-01,0,0,0,0,0
1872-03-01,0,0,0,0,0
1872-04-01,0,0,0,0,0
1872-05-01,0,0,0,0,0
1872-06-01,0,0,0,0,0
1872-07-01,0,0,0,0,0
1872-08-01,0,0,0,0,0
1872-09-01,0,0,0,0,0
1872-10-01,0,0,0,0,0
1872-11-01,0,0,0,0,1
1872-12-01,0,0,0,0,1
1873-01-01,0,0,0,0,1
1873-02-01,0,0,0,0,1
1873-03-01,0,0,0,0,1
1873-04-01,0,0,0,0,1
1873-05-01,0,0,0,1,1
1873-06-01,0,0,0,1,1
1873-07-01,0,0,0,1,1
1873-08-01,0,0,1,1,1
1873-09-01,0,0,1,1,1
1873-10-01,0,1,1,1,1
1873-11-01,1,1,1,1,1
1873-12-01,1,1,1,1,1
1874-01-01,1,1,1,1,1
1874-02-01,1,1,1,1,1
1874-03-01,1,1,1,1,1
1874-04-01,1,1,1,1,1
1874-05-01,1,1,1,1,1
1874-06-01,1,1,1,1,1
1874-07-01,1,1,1,1,1
1874-08-01,1,1,1,1,1
1874-09-01,1,1,1,1,1
1874-10-01,1,1,1,1,1
1874-11-01,1,1,1,1,1
1874-12-01,1,1,1,1,1
1875-01-01,1,1,1,1,1
1875-02-01,1,1,1,1,1
1875-03-01,1,1,1,1,1
1875-04-01,1,1,1,1,1
1875-05-01,1,1,1,1,1
1875-06-01,1,1,1,1,1
1875-07-01,1,1,1,1,1
1875-08-01,1,1,1,1,1
1875-09-01,1,1,1,1,1
1875-10-01,1,1,1,1,1
1875-11-01,1,1,1,1,1
1875-12-01,1,1,1,1,1
1876-01-01,1,1,1,1,1
1876-02-01,1,1,1,1,1
1876-03-01,1,1,1,1,1
1876-04-01,1,1,1,1,1
1876-05-01,1,1,1,1,1
1876-06-01,1,1,1,1,1
1876-07-01,1,1,1,1,1
1876-08-01,1,1,1,1,1
1876-09-01,1,1,1,1,1
1876-10-01,1,1,1,1,1
1876-11-01,1,1,1,1,1
1876-12-01,1,1,1,1,1
1877-01-01,1,1,1,1,1
1877-02-01,1,1,1,1,1
1877-03-01,1,1,1,1,1
1877-04-01,1,1,1,1,1
1877-05-01,1,1,1,1,1
1877-06-01,1,1,1,1,1
1877-07-01,1,1,1,1,1
1877-08-01,1,1,1,1,1
1877-09-01,1,1,1,1,1
1877-10-01,1,1,1,1,1
1877-11-01,1,1,1,1,1
1877-12-01,1,1,1,1,1
1878-01-01,1,1,1,1,1
1878-02-01,1,1,1,1,1
1878-03-01,1,1,1,1,1
1878-04-01,1,1,1,1,0
1878-05-01,1,1,1,1,0
1878-06-01,1,1,1,1,0
1878-07-01,1,1,1,1,0
1878-08-01,1,1,1,1,0
1878-09-01,1,1,1,1,0
1878-10-01,1,1,1,0,0
1878-11-01,1,1,1,0,0
1878-12-01,1,1,1,0,0
1879-01-01,1,1,0,0,0
1879-02-01,1,1,0,0,0
1879-03-01,1,0,0,0,0
1879-04-01,0,0,0,0,0
1879-05-01,0,0,0,0,0
1879-06-01,0,0,0,0,0
1879-07-01,0,0,0,0,0
1879-08-01,0,0,0,0,0
1879-09-01,0,0,0,0,0
1879-10-01,0,0,0,0,0
1879-11-01,0,0,0,0,0
1879-12-01,0,0,0,0,0
1880-01-01,0,0,0,0,0
1880-02-01,0,0,0,0,0
1880-03-01,0,0,0,0,0
1880-04-01,0,0,0,0,0
1880-05-01,0,0,0,0,0
1880-06-01,0,0,0,0,0
1880-07-01,0,0,0,0,0
1880-08-01,0,0,0,0,0
1880-09-01,0,0,0,0,0
1880-10-01,0,0,0,0,0
1880-11-01,0,0,0,0,0
1880-12-01,0,0,0,0,0
1881-01-01,0,0,0,0,0
1881-02-01,0,0,0,0,0
1881-03-01,0,0,0,0,0
1881-04-01,0,0,0,0,1
1881-05-01,0,0,0,0,1
1881-06-01,0,0,0,0,1
1881-07-01,0,0,0,0,1
1881-08-01,0,0,0,0,1
1881-09-01,0,0,0,0,1
1881-10-01,0,0,0,1,1
1881-11-01,0,0,0,1,1
1881-12-01,0,0,0,1,1
1882-01-01,0,0,1,1,1
1882-02-01,0,0,1,1,1
1882-03-01,0,1,1,1,1
1882-04-01,1,1,1,1,1
1882-05-01,1,1,1,1,1
1882-06-01,1,1,1,1,1
1882-07-01,1,1,1,1,1
1882-08-01,1,1,1,1,1
1882-09-01,1,1,1,1,1
1882-10-01,1,1,1,1,1
1882-11-01,1,1,1,1,1
1882-12-01,1,1,1,1,1
1883-01-01,1,1,1,1,1
1883-02-01,1,1,1,1,1
1883-03-01,1,1,1,1,1
1883-04-01,1,1,1,1,1
1883-05-01,1,1,1,1,1
1883-06-01,1,1,1,1,1
1883-07-01,1,1,1,1,1
1883-08-01,1,1,1,1,1
1883-09-01,1,1,1,1,1
1883-10-01,1,1,1,1,1
1883-11-01,1,1,1,1,1
1883-12-01,1,1,1,1,1
1884-01-01,1,1,1,1,1
1884-02-01,1,1,1,1,1
1884-03-01,1,1,1,1,1
1884-04-01,1,1,1,1,1
1884-05-01,1,1,1,1,1
1884-06-01,1,1,1,1,0
1884-07-01,1,1,1,1,0
1884-08-01,1,1,1,1,0
1884-09-01,1,1,1,1,0
1884-10-01,1,1,1,1,0
1884-11-01,1,1,1,1,0
1884-12-01,1,1,1,0,0
1885-01-01,1,1,1,0,0
1885-02-01,1,1,1,0,0
1885-03-01,1,1,0,0,0
1885-04-01,1,1,0,0,0
1885-05-01,1,0,0,0,0
1885-06-01,0,0,0,0,0
1885-07-01,0,0,0,0,0
1885-08-01,0,0,0,0,0
1885-09-01,0,0,0,0,0
1885-10-01,0,0,0,0,0
1885-11-01,0,0,0,0,0
1885-12-01,0,0,0,0,0
1886-01-01,0,0,0,0,0
1886-02-01,0,0,0,0,0
1886-03-01,0,0,0,0,0
1886-04-01,0,0,0,0,1
1886-05-01,0,0,0,0,1
1886-06-01,0,0,0,0,1
1886-07-01,0,0,0,0,1
1886-08-01,0,0,0,0,1
1886-09-01,0,0,0,0,1
1886-10-01,0,0,0,1,1
1886-11-01,0,0,0,1,1
1886-12-01,0,0,0,1,1
1887-01-01,0,0,1,1,1
1887-02-01,0,0,1,1,1
1887-03-01,0,1,1,1,1
1887-04-01,1,1,1,1,1
1887-05-01,1,1,1,1,0
1887-06-01,1,1,1,1,0
1887-07-01,1,1,1,1,0
1887-08-01,1,1,1,1,0
1887-09-01,1,1,1,1,0
1887-10-01,1,1,1,1,0
1887-11-01,1,1,1,0,0
1887-12-01,1,1,1,0,0
1888-01-01,1,1,1,0,0
1888-02-01,1,1,0,0,0
1888-03-01,1,1,0,0,0
1888-04-01,1,0,0,0,0
1888-05-01,0,0,0,0,0
1888-06-01,0,0,0,0,0
1888-07-01,0,0,0,0,0
1888-08-01,0,0,0,0,0
1888-09-01,0,0,0,0,0
1888-10-01,0,0,0,0,0
1888-11-01,0,0,0,0,0
1888-12-01,0,0,0,0,0
1889-01-01,0,0,0,0,0
1889-02-01,0,0,0,0,0
1889-03-01,0,0,0,0,0
1889-04-01,0,0,0,0,0
1889-05-01,0,0,0,0,0
1889-06-01,0,0,0,0,0
1889-07-01,0,0,0,0,0
1889-08-01,0,0,0,0,1
1889-09-01,0,0,0,0,1
1889-10-01,0,0,0,0,1
1889-11-01,0,0,0,0,1
1889-12-01,0,0,0,0,1
1890-01-01,0,0,0,0,1
1890-02-01,0,0,0,1,1
1890-03-01,0,0,0,1,1
1890-04-01,0,0,0,1,1
1890-05-01,0,0,1,1,1
1890-06-01,0,0,1,1,0
1890-07-01,0,1,1,1,0
1890-08-01,1,1,1,1,0
1890-09-01,1,1,1,1,0
1890-10-01,1,1,1,1,0
1890-11-01,1,1,1,1,0
1890-12-01,1,1,1,0,0
1891-01-01,1,1,1,0,0
1891-02-01,1,1,1,0,0
1891-03-01,1,1,0,0,0
1891-04-01,1,1,0,0,0
1891-05-01,1,0,0,0,0
1891-06-01,0,0,0,0,0
1891-07-01,0,0,0,0,0
1891-08-01,0,0,0,0,0
1891-09-01,0,0,0,0,0
1891-10-01,0,0,0,0,0
1891-11-01,0,0,0,0,0
1891-12-01,0,0,0,0,0
1892-01-01,0,0,0,0,0
1892-02-01,0,0,0,0,1
1892-03-01,0,0,0,0,1
1892-04-01,0,0,0,0,1
1892-05-01,0,0,0,0,1
1892-06-01,0,0,0,0,1
1892-07-01,0,0,0,0,1
1892-08-01,0,0,0,1,1
1892-09-01,0,0,0,1,1
1892-10-01,0,0,0,1,1
1892-11-01,0,0,1,1,1
1892-12-01,0,0,1,1,1
1893-01-01,0,1,1,1,1
1893-02-01,1,1,1,1,1
1893-03-01,1,1,1,1,1
1893-04-01,1,1,1,1,1
1893-05-01,1,1,1,1,1
1893-06-01,1,1,1,1,1
1893-07-01,1,1,1,1,0
1893-08-01,1,1,1,1,0
1893-09-01,1,1,1,1,0
1893-10-01,1,1,1,1,0
1893-11-01,1,1,1,1,0
1893-12-01,1,1,1,1,0
1894-01-01,1,1,1,0,0
1894-02-01,1,1,1,0,0
1894-03-01,1,1,1,0,0
1894-04-01,1,1,0,0,0
1894-05-01,1,1,0,0,0
1894-06-01,1,0,0,0,0
1894-07-01,0,0,0,0,0
1894-08-01,0,0,0,0,0
1894-09-01,0,0,0,0,0
1894-10-01,0,0,0,0,0
1894-11-01,0,0,0,0,0
1894-12-01,0,0,0,0,0
1895-01-01,0,0,0,0,1
1895-02-01,0,0,0,0,1
1895-03-01,0,0,0,0,1
1895-04-01,0,0,0,0,1
1895-05-01,0,0,0,0,1
1895-06-01,0,0,0,0,1
1895-07-01,0,0,0,1,1
1895-08-01,0,0,0,1,1
1895-09-01,0,0,0,1,1
1895-10-01,0,0,1,1,1
1895-11-01,0,0,1,1,1
1895-12-01,0,1,1,1,1
1896-01-01,1,1,1,1,1
1896-02-01,1,1,1,1,1
1896-03-01,1,1,1,1,1
1896-04-01,1,1,1,1,1
1896-05-01,1,1,1,1,1
1896-06-01,1,1,1,1,1
1896-07-01,1,1,1,1,0
1896-08-01,1,1,1,1,0
1896-09-01,1,1,1,1,0
1896-10-01,1,1,1,1,0
1896-11-01,1,1,1,1,0
1896-12-01,1,1,1,1,0
1897-01-01,1,1,1,0,0
1897-02-01,1,1,1,0,0
1897-03-01,1,1,1,0,0
1897-04-01,1,1,0,0,0
1897-05-01,1,1,0,0,0
1897-06-01,1,0,0,0,0
1897-07-01,0,0,0,0,0
1897-08-01,0,0,0,0,0
1897-09-01,0,0,0,0,0
1897-10-01,0,0,0,0,0
1897-11-01,0,0,0,0,0
1897-12-01,0,0,0,0,0
1898-01-01,0,0,0,0,0
1898-02-01,0,0,0,0,0
1898-03-01,0,0,0,0,0
1898-04-01,0,0,0,0,0
1898-05-01,0,0,0,0,0
1898-06-01,0,0,0,0,0
1898-07-01,0,0,0,0,1
1898-08-01,0,0,0,0,1
1898-09-01,0,0,0,0,1
1898-10-01,0,0,0,0,1
1898-11-01,0,0,0,0,1
1898-12-01,0,0,0,0,1
1899-01-01,0,0,0,1,1
1899-02-01,0,0,0,1,1
1899-03-01,0,0,0,1,1
1899-04-01,0,0,1,1,1
1899-05-01,0,0,1,1,1
1899-06-01,0,1,1,1,1
1899-07-01,1,1,1,1,1
1899-08-01,1,1,1,1,1
1899-09-01,1,1,1,1,1
1899-10-01,1,1,1,1,1
1899-11-01,1,1,1,1,1
1899-12-01,1,1,1,1,1
1/1/1900,1,1,1,1,0
2/1/1900,1,1,1,1,0
3/1/1900,1,1,1,1,0
4/1/1900,1,1,1,1,0
5/1/1900,1,1,1,1,0
6/1/1900,1,1,1,1,0
7/1/1900,1,1,1,0,0
8/1/1900,1,1,1,0,0
9/1/1900,1,1,1,0,0
10/1/1900,1,1,0,0,0
11/1/1900,1,1,0,0,0
12/1/1900,1,0,0,0,0
1/1/1901,0,0,0,0,0
2/1/1901,0,0,0,0,0
3/1/1901,0,0,0,0,0
4/1/1901,0,0,0,0,0
5/1/1901,0,0,0,0,0
6/1/1901,0,0,0,0,0
7/1/1901,0,0,0,0,0
8/1/1901,0,0,0,0,0
9/1/1901,0,0,0,0,0
10/1/1901,0,0,0,0,1
11/1/1901,0,0,0,0,1
12/1/1901,0,0,0,0,1
1/1/1902,0,0,0,0,1
2/1/1902,0,0,0,0,1
3/1/1902,0,0,0,0,1
4/1/1902,0,0,0,1,1
5/1/1902,0,0,0,1,1
6/1/1902,0,0,0,1,1
7/1/1902,0,0,1,1,1
8/1/1902,0,0,1,1,1
9/1/1902,0,1,1,1,1
10/1/1902,1,1,1,1,1
11/1/1902,1,1,1,1,1
12/1/1902,1,1,1,1,1
1/1/1903,1,1,1,1,1
2/1/1903,1,1,1,1,1
3/1/1903,1,1,1,1,1
4/1/1903,1,1,1,1,1
5/1/1903,1,1,1,1,1
6/1/1903,1,1,1,1,1
7/1/1903,1,1,1,1,1
8/1/1903,1,1,1,1,1
9/1/1903,1,1,1,1,0
10/1/1903,1,1,1,1,0
11/1/1903,1,1,1,1,0
12/1/1903,1,1,1,1,0
1/1/1904,1,1,1,1,0
2/1/1904,1,1,1,1,0
3/1/1904,1,1,1,0,0
4/1/1904,1,1,1,0,0
5/1/1904,1,1,1,0,0
6/1/1904,1,1,0,0,0
7/1/1904,1,1,0,0,0
8/1/1904,1,0,0,0,0
9/1/1904,0,0,0,0,0
10/1/1904,0,0,0,0,0
11/1/1904,0,0,0,0,0
12/1/1904,0,0,0,0,0
1/1/1905,0,0,0,0,0
2/1/1905,0,0,0,0,0
3/1/1905,0,0,0,0,0
4/1/1905,0,0,0,0,0
5/1/1905,0,0,0,0,0
6/1/1905,0,0,0,0,0
7/1/1905,0,0,0,0,0
8/1/1905,0,0,0,0,0
9/1/1905,0,0,0,0,0
10/1/1905,0,0,0,0,0
11/1/1905,0,0,0,0,0
12/1/1905,0,0,0,0,0
1/1/1906,0,0,0,0,0
2/1/1906,0,0,0,0,0
3/1/1906,0,0,0,0,0
4/1/1906,0,0,0,0,0
5/1/1906,0,0,0,0,0
6/1/1906,0,0,0,0,1
7/1/1906,0,0,0,0,1
8/1/1906,0,0,0,0,1
9/1/1906,0,0,0,0,1
10/1/1906,0,0,0,0,1
11/1/1906,0,0,0,0,1
12/1/1906,0,0,0,1,1
1/1/1907,0,0,0,1,1
2/1/1907,0,0,0,1,1
3/1/1907,0,0,1,1,1
4/1/1907,0,0,1,1,1
5/1/1907,0,1,1,1,1
6/1/1907,1,1,1,1,1
7/1/1907,1,1,1,1,0
8/1/1907,1,1,1,1,0
9/1/1907,1,1,1,1,0
10/1/1907,1,1,1,1,0
11/1/1907,1,1,1,1,0
12/1/1907,1,1,1,1,0
1/1/1908,1,1,1,0,0
2/1/1908,1,1,1,0,0
3/1/1908,1,1,1,0,0
4/1/1908,1,1,0,0,0
5/1/1908,1,1,0,0,0
6/1/1908,1,0,0,0,0
7/1/1908,0,0,0,0,0
8/1/1908,0,0,0,0,0
9/1/1908,0,0,0,0,0
10/1/1908,0,0,0,0,0
11/1/1908,0,0,0,0,0
12/1/1908,0,0,0,0,0
1/1/1909,0,0,0,0,0
2/1/1909,0,0,0,0,1
3/1/1909,0,0,0,0,1
4/1/1909,0,0,0,0,1
5/1/1909,0,0,0,0,1
6/1/1909,0,0,0,0,1
7/1/1909,0,0,0,0,1
8/1/1909,0,0,0,1,1
9/1/1909,0,0,0,1,1
10/1/1909,0,0,0,1,1
11/1/1909,0,0,1,1,1
12/1/1909,0,0,1,1,1
1/1/1910,0,1,1,1,1
2/1/1910,1,1,1,1,1
3/1/1910,1,1,1,1,1
4/1/1910,1,1,1,1,1
5/1/1910,1,1,1,1,1
6/1/1910,1,1,1,1,1
7/1/1910,1,1,1,1,1
8/1/1910,1,1,1,1,1
9/1/1910,1,1,1,1,1
10/1/1910,1,1,1,1,1
11/1/1910,1,1,1,1,1
12/1/1910,1,1,1,1,1
1/1/1911,1,1,1,1,1
2/1/1911,1,1,1,1,0
3/1/1911,1,1,1,1,0
4/1/1911,1,1,1,1,0
5/1/1911,1,1,1,1,0
6/1/1911,1,1,1,1,0
7/1/1911,1,1,1,1,0
8/1/1911,1,1,1,0,0
9/1/1911,1,1,1,0,0
10/1/1911,1,1,1,0,0
11/1/1911,1,1,0,0,0
12/1/1911,1,1,0,0,0
1/1/1912,1,0,0,0,0
2/1/1912,0,0,0,0,1
3/1/1912,0,0,0,0,1
4/1/1912,0,0,0,0,1
5/1/1912,0,0,0,0,1
6/1/1912,0,0,0,0,1
7/1/1912,0,0,0,0,1
8/1/1912,0,0,0,1,1
9/1/1912,0,0,0,1,1
10/1/1912,0,0,0,1,1
11/1/1912,0,0,1,1,1
12/1/1912,0,0,1,1,1
1/1/1913,0,1,1,1,1
2/1/1913,1,1,1,1,1
3/1/1913,1,1,1,1,1
4/1/1913,1,1,1,1,1
5/1/1913,1,1,1,1,1
6/1/1913,1,1,1,1,1
7/1/1913,1,1,1,1,1
8/1/1913,1,1,1,1,1
9/1/1913,1,1,1,1,1
10/1/1913,1,1,1,1,1
11/1/1913,1,1,1,1,1
12/1/1913,1,1,1,1,1
1/1/1914,1,1,1,1,0
2/1/1914,1,1,1,1,0
3/1/1914,1,1,1,1,0
4/1/1914,1,1,1,1,0
5/1/1914,1,1,1,1,0
6/1/1914,1,1,1,1,0
7/1/1914,1,1,1,0,0
8/1/1914,1,1,1,0,0
9/1/1914,1,1,1,0,0
10/1/1914,1,1,0,0,0
11/1/1914,1,1,0,0,0
12/1/1914,1,0,0,0,0
1/1/1915,0,0,0,0,0
2/1/1915,0,0,0,0,0
3/1/1915,0,0,0,0,0
4/1/1915,0,0,0,0,0
5/1/1915,0,0,0,0,0
6/1/1915,0,0,0,0,0
7/1/1915,0,0,0,0,0
8/1/1915,0,0,0,0,0
9/1/1915,0,0,0,0,0
10/1/1915,0,0,0,0,0
11/1/1915,0,0,0,0,0
12/1/1915,0,0,0,0,0
1/1/1916,0,0,0,0,0
2/1/1916,0,0,0,0,0
3/1/1916,0,0,0,0,0
4/1/1916,0,0,0,0,0
5/1/1916,0,0,0,0,0
6/1/1916,0,0,0,0,0
7/1/1916,0,0,0,0,0
8/1/1916,0,0,0,0,0
9/1/1916,0,0,0,0,0
10/1/1916,0,0,0,0,0
11/1/1916,0,0,0,0,0
12/1/1916,0,0,0,0,0
1/1/1917,0,0,0,0,0
2/1/1917,0,0,0,0,0
3/1/1917,0,0,0,0,0
4/1/1917,0,0,0,0,0
5/1/1917,0,0,0,0,0
6/1/1917,0,0,0,0,0
7/1/1917,0,0,0,0,0
8/1/1917,0,0,0,0,0
9/1/1917,0,0,0,0,1
10/1/1917,0,0,0,0,1
11/1/1917,0,0,0,0,1
12/1/1917,0,0,0,0,1
1/1/1918,0,0,0,0,1
2/1/1918,0,0,0,0,1
3/1/1918,0,0,0,1,1
4/1/1918,0,0,0,1,0
5/1/1918,0,0,0,1,0
6/1/1918,0,0,1,1,0
7/1/1918,0,0,1,1,0
8/1/1918,0,1,1,1,0
9/1/1918,1,1,1,1,0
10/1/1918,1,1,1,0,0
11/1/1918,1,1,1,0,0
12/1/1918,1,1,1,0,0
1/1/1919,1,1,0,0,0
2/1/1919,1,1,0,0,1
3/1/1919,1,0,0,0,1
4/1/1919,0,0,0,0,1
5/1/1919,0,0,0,0,1
6/1/1919,0,0,0,0,1
7/1/1919,0,0,0,0,1
8/1/1919,0,0,0,1,1
9/1/1919,0,0,0,1,1
10/1/1919,0,0,0,1,1
11/1/1919,0,0,1,1,1
12/1/1919,0,0,1,1,1
1/1/1920,0,1,1,1,1
2/1/1920,1,1,1,1,1
3/1/1920,1,1,1,1,1
4/1/1920,1,1,1,1,1
5/1/1920,1,1,1,1,1
6/1/1920,1,1,1,1,1
7/1/1920,1,1,1,1,1
8/1/1920,1,1,1,1,0
9/1/1920,1,1,1,1,0
10/1/1920,1,1,1,1,0
11/1/1920,1,1,1,1,0
12/1/1920,1,1,1,1,0
1/1/1921,1,1,1,1,0
2/1/1921,1,1,1,0,0
3/1/1921,1,1,1,0,0
4/1/1921,1,1,1,0,0
5/1/1921,1,1,0,0,0
6/1/1921,1,1,0,0,0
7/1/1921,1,0,0,0,0
8/1/1921,0,0,0,0,0
9/1/1921,0,0,0,0,0
10/1/1921,0,0,0,0,0
11/1/1921,0,0,0,0,0
12/1/1921,0,0,0,0,0
1/1/1922,0,0,0,0,0
2/1/1922,0,0,0,0,0
3/1/1922,0,0,0,0,0
4/1/1922,0,0,0,0,0
5/1/1922,0,0,0,0,0
6/1/1922,0,0,0,0,1
7/1/1922,0,0,0,0,1
8/1/1922,0,0,0,0,1
9/1/1922,0,0,0,0,1
10/1/1922,0,0,0,0,1
11/1/1922,0,0,0,0,1
12/1/1922,0,0,0,1,1
