DATE,USREC,USREC - 1 month shift,USREC - 3 month shift,USREC - 6 month shift,USREC - 12 month shift
5/1/1991,0,0,0,0,0
6/1/1991,0,0,0,0,0
7/1/1991,0,0,0,0,0
8/1/1991,0,0,0,0,0
9/1/1991,0,0,0,0,0
10/1/1991,0,0,0,0,0
11/1/1991,0,0,0,0,0
12/1/1991,0,0,0,0,0
1/1/1992,0,0,0,0,0
2/1/1992,0,0,0,0,0
3/1/1992,0,0,0,0,0
4/1/1992,0,0,0,0,0
5/1/1992,0,0,0,0,0
6/1/1992,0,0,0,0,0
7/1/1992,0,0,0,0,0
8/1/1992,0,0,0,0,0
9/1/1992,0,0,0,0,0
10/1/1992,0,0,0,0,0
11/1/1992,0,0,0,0,0
12/1/1992,0,0,0,0,0
1/1/1993,0,0,0,0,0
2/1/1993,0,0,0,0,0
3/1/1993,0,0,0,0,0
4/1/1993,0,0,0,0,0
5/1/1993,0,0,0,0,0
6/1/1993,0,0,0,0,0
7/1/1993,0,0,0,0,0
8/1/1993,0,0,0,0,0
9/1/1993,0,0,0,0,0
10/1/1993,0,0,0,0,0
11/1/1993,0,0,0,0,0
12/1/1993,0,0,0,0,0
1/1/1994,0,0,0,0,0
2/1/1994,0,0,0,0,0
3/1/1994,0,0,0,0,0
4/1/1994,0,0,0,0,0
5/1/1994,0,0,0,0,0
6/1/1994,0,0,0,0,0
7/1/1994,0,0,0,0,0
8/1/1994,0,0,0,0,0
9/1/1994,0,0,0,0,0
10/1/1994,0,0,0,0,0
11/1/1994,0,0,0,0,0
12/1/1994,0,0,0,0,0
1/1/1995,0,0,0,0,0
2/1/1995,0,0,0,0,0
3/1/1995,0,0,0,0,0
4/1/1995,0,0,0,0,0
5/1/1995,0,0,0,0,0
6/1/1995,0,0,0,0,0
7/1/1995,0,0,0,0,0
8/1/1995,0,0,0,0,0
9/1/1995,0,0,0,0,0
10/1/1995,0,0,0,0,0
11/1/1995,0,0,0,0,0
12/1/1995,0,0,0,0,0
1/1/1996,0,0,0,0,0
2/1/1996,0,0,0,0,0
3/1/1996,0,0,0,0,0
4/1/1996,0,0,0,0,0
5/1/1996,0,0,0,0,0
6/1/1996,0,0,0,0,0
7/1/1996,0,0,0,0,0
8/1/1996,0,0,0,0,0
9/1/1996,0,0,0,0,0
10/1/1996,0,0,0,0,0
11/1/1996,0,0,0,0,0
12/1/1996,0,0,0,0,0
1/1/1997,0,0,0,0,0
2/1/1997,0,0,0,0,0
3/1/1997,0,0,0,0,0
4/1/1997,0,0,0,0,0
5/1/1997,0,0,0,0,0
6/1/1997,0,0,0,0,0
7/1/1997,0,0,0,0,0
8/1/1997,0,0,0,0,0
9/1/1997,0,0,0,0,0
10/1/1997,0,0,0,0,0
11/1/1997,0,0,0,0,0
12/1/1997,0,0,0,0,0
1/1/1998,0,0,0,0,0
2/1/1998,0,0,0,0,0
3/1/1998,0,0,0,0,0
4/1/1998,0,0,0,0,0
5/1/1998,0,0,0,0,0
6/1/1998,0,0,0,0,0
7/1/1998,0,0,0,0,0
8/1/1998,0,0,0,0,0
9/1/1998,0,0,0,0,0
10/1/1998,0,0,0,0,0
11/1/1998,0,0,0,0,0
12/1/1998,0,0,0,0,0
1/1/1999,0,0,0,0,0
2/1/1999,0,0,0,0,0
3/1/1999,0,0,0,0,0
4/1/1999,0,0,0,0,0
5/1/1999,0,0,0,0,0
6/1/1999,0,0,0,0,0
7/1/1999,0,0,0,0,0
8/1/1999,0,0,0,0,0
9/1/1999,0,0,0,0,0
10/1/1999,0,0,0,0,0
11/1/1999,0,0,0,0,0
12/1/1999,0,0,0,0,0
1/1/2000,0,0,0,0,0
2/1/2000,0,0,0,0,0
3/1/2000,0,0,0,0,0
4/1/2000,0,0,0,0,1
5/1/2000,0,0,0,0,1
6/1/2000,0,0,0,0,1
7/1/2000,0,0,0,0,1
8/1/2000,0,0,0,0,1
9/1/2000,0,0,0,0,1
10/1/2000,0,0,0,1,1
11/1/2000,0,0,0,1,1
12/1/2000,0,0,0,1,0
1/1/2001,0,0,1,1,0
2/1/2001,0,0,1,1,0
3/1/2001,0,1,1,1,0
4/1/2001,1,1,1,1,0
5/1/2001,1,1,1,1,0
6/1/2001,1,1,1,0,0
7/1/2001,1,1,1,0,0
8/1/2001,1,1,1,0,0
9/1/2001,1,1,0,0,0
10/1/2001,1,1,0,0,0
11/1/2001,1,0,0,0,0
12/1/2001,0,0,0,0,0
1/1/2002,0,0,0,0,0
2/1/2002,0,0,0,0,0
3/1/2002,0,0,0,0,0
4/1/2002,0,0,0,0,0
5/1/2002,0,0,0,0,0
6/1/2002,0,0,0,0,0
7/1/2002,0,0,0,0,0
8/1/2002,0,0,0,0,0
9/1/2002,0,0,0,0,0
10/1/2002,0,0,0,0,0
11/1/2002,0,0,0,0,0
12/1/2002,0,0,0,0,0
1/1/2003,0,0,0,0,0
2/1/2003,0,0,0,0,0
3/1/2003,0,0,0,0,0
4/1/2003,0,0,0,0,0
5/1/2003,0,0,0,0,0
6/1/2003,0,0,0,0,0
7/1/2003,0,0,0,0,0
8/1/2003,0,0,0,0,0
9/1/2003,0,0,0,0,0
10/1/2003,0,0,0,0,0
11/1/2003,0,0,0,0,0
12/1/2003,0,0,0,0,0
1/1/2004,0,0,0,0,0
2/1/2004,0,0,0,0,0
3/1/2004,0,0,0,0,0
4/1/2004,0,0,0,0,0
5/1/2004,0,0,0,0,0
6/1/2004,0,0,0,0,0
7/1/2004,0,0,0,0,0
8/1/2004,0,0,0,0,0
9/1/2004,0,0,0,0,0
10/1/2004,0,0,0,0,0
11/1/2004,0,0,0,0,0
12/1/2004,0,0,0,0,0
1/1/2005,0,0,0,0,0
2/1/2005,0,0,0,0,0
3/1/2005,0,0,0,0,0
4/1/2005,0,0,0,0,0
5/1/2005,0,0,0,0,0
6/1/2005,0,0,0,0,0
7/1/2005,0,0,0,0,0
8/1/2005,0,0,0,0,0
9/1/2005,0,0,0,0,0
10/1/2005,0,0,0,0,0
11/1/2005,0,0,0,0,0
12/1/2005,0,0,0,0,0
1/1/2006,0,0,0,0,0
2/1/2006,0,0,0,0,0
3/1/2006,0,0,0,0,0
4/1/2006,0,0,0,0,0
5/1/2006,0,0,0,0,0
6/1/2006,0,0,0,0,0
7/1/2006,0,0,0,0,0
8/1/2006,0,0,0,0,0
9/1/2006,0,0,0,0,0
10/1/2006,0,0,0,0,0
11/1/2006,0,0,0,0,0
12/1/2006,0,0,0,0,0
1/1/2007,0,0,0,0,1
2/1/2007,0,0,0,0,1
3/1/2007,0,0,0,0,1
4/1/2007,0,0,0,0,1
5/1/2007,0,0,0,0,1
6/1/2007,0,0,0,0,1
7/1/2007,0,0,0,1,1
8/1/2007,0,0,0,1,1
9/1/2007,0,0,0,1,1
10/1/2007,0,0,1,1,1
11/1/2007,0,0,1,1,1
12/1/2007,0,1,1,1,1
1/1/2008,1,1,1,1,1
2/1/2008,1,1,1,1,1
3/1/2008,1,1,1,1,1
4/1/2008,1,1,1,1,1
5/1/2008,1,1,1,1,1
6/1/2008,1,1,1,1,1
7/1/2008,1,1,1,1,0
8/1/2008,1,1,1,1,0
9/1/2008,1,1,1,1,0
10/1/2008,1,1,1,1,0
11/1/2008,1,1,1,1,0
12/1/2008,1,1,1,1,0
1/1/2009,1,1,1,0,0
2/1/2009,1,1,1,0,0
3/1/2009,1,1,1,0,0
4/1/2009,1,1,0,0,0
5/1/2009,1,1,0,0,0
6/1/2009,1,0,0,0,0
7/1/2009,0,0,0,0,0
8/1/2009,0,0,0,0,0
9/1/2009,0,0,0,0,0
10/1/2009,0,0,0,0,0
11/1/2009,0,0,0,0,0
12/1/2009,0,0,0,0,0
1/1/2010,0,0,0,0,0
2/1/2010,0,0,0,0,0
3/1/2010,0,0,0,0,0
4/1/2010,0,0,0,0,0
5/1/2010,0,0,0,0,0
6/1/2010,0,0,0,0,0
7/1/2010,0,0,0,0,0
8/1/2010,0,0,0,0,0
9/1/2010,0,0,0,0,0
10/1/2010,0,0,0,0,0
11/1/2010,0,0,0,0,0
12/1/2010,0,0,0,0,0
1/1/2011,0,0,0,0,0
2/1/2011,0,0,0,0,0
3/1/2011,0,0,0,0,0
4/1/2011,0,0,0,0,0
5/1/2011,0,0,0,0,0
6/1/2011,0,0,0,0,0
7/1/2011,0,0,0,0,0
8/1/2011,0,0,0,0,0
9/1/2011,0,0,0,0,0
10/1/2011,0,0,0,0,0
11/1/2011,0,0,0,0,0
12/1/2011,0,0,0,0,0
1/1/2012,0,0,0,0,0
2/1/2012,0,0,0,0,0
3/1/2012,0,0,0,0,0
4/1/2012,0,0,0,0,0
5/1/2012,0,0,0,0,0
6/1/2012,0,0,0,0,0
7/1/2012,0,0,0,0,0
8/1/2012,0,0,0,0,0
9/1/2012,0,0,0,0,0
10/1/2012,0,0,0,0,0
11/1/2012,0,0,0,0,0
12/1/2012,0,0,0,0,0
1/1/2013,0,0,0,0,0
2/1/2013,0,0,0,0,0
3/1/2013,0,0,0,0,0
4/1/2013,0,0,0,0,0
5/1/2013,0,0,0,0,0
6/1/2013,0,0,0,0,0
7/1/2013,0,0,0,0,0
8/1/2013,0,0,0,0,0
9/1/2013,0,0,0,0,0
10/1/2013,0,0,0,0,0
11/1/2013,0,0,0,0,0
12/1/2013,0,0,0,0,0
1/1/2014,0,0,0,0,0
2/1/2014,0,0,0,0,0
3/1/2014,0,0,0,0,0
4/1/2014,0,0,0,0,0
5/1/2014,0,0,0,0,0
6/1/2014,0,0,0,0,0
7/1/2014,0,0,0,0,0
8/1/2014,0,0,0,0,0
9/1/2014,0,0,0,0,0
10/1/2014,0,0,0,0,0
11/1/2014,0,0,0,0,0
12/1/2014,0,0,0,0,0
1/1/2015,0,0,0,0,0
2/1/2015,0,0,0,0,0
3/1/2015,0,0,0,0,0
4/1/2015,0,0,0,0,0
5/1/2015,0,0,0,0,0
6/1/2015,0,0,0,0,0
7/1/2015,0,0,0,0,0
8/1/2015,0,0,0,0,0
9/1/2015,0,0,0,0,0
10/1/2015,0,0,0,0,0
11/1/2015,0,0,0,0,0
12/1/2015,0,0,0,0,0
1/1/2016,0,0,0,0,0
2/1/2016,0,0,0,0,0
3/1/2016,0,0,0,0,0
4/1/2016,0,0,0,0,0
5/1/2016,0,0,0,0,0
6/1/2016,0,0,0,0,0
7/1/2016,0,0,0,0,0
8/1/2016,0,0,0,0,0
9/1/2016,0,0,0,0,0
10/1/2016,0,0,0,0,0
11/1/2016,0,0,0,0,0
12/1/2016,0,0,0,0,0
1/1/2017,0,0,0,0,0
2/1/2017,0,0,0,0,0
3/1/2017,0,0,0,0,0
4/1/2017,0,0,0,0,0
5/1/2017,0,0,0,0,0
6/1/2017,0,0,0,0,0
7/1/2017,0,0,0,0,0
8/1/2017,0,0,0,0,0
9/1/2017,0,0,0,0,0
10/1/2017,0,0,0,0,0
11/1/2017,0,0,0,0,0
12/1/2017,0,0,0,0,0
1/1/2018,0,0,0,0,0
2/1/2018,0,0,0,0,0
3/1/2018,0,0,0,0,0
4/1/2018,0,0,0,0,0
5/1/2018,0,0,0,0,0
6/1/2018,0,0,0,0,0
7/1/2018,0,0,0,0,0
8/1/2018,0,0,0,0,0
9/1/2018,0,0,0,0,
10/1/2018,0,0,0,0,
11/1/2018,0,0,0,0,
12/1/2018,0,0,0,0,
1/1/2019,0,0,0,0,
2/1/2019,0,0,0,0,
3/1/2019,0,0,0,,
4/1/2019,0,0,0,,
5/1/2019,0,0,0,,
6/1/2019,0,0,,,
7/1/2019,0,0,,,
8/1/2019,0,,,,
